9.749420166,8.350209713,7.721780062,9.723185062,10.07682514,8.644040108,10.15724993,8.304800034,9.041429996
11.33710003,9.812504768,7.784950018,11.74379969,10.11654997,8.781630039,10.34835005,8.490679741,9.222595215
11.91514969,10.08585024,7.871334791,12.17490005,10.28880024,9.067550182,10.06008005,8.693515301,9.362565041
11.99214983,10.94885015,8.872560024,12.69294977,10.59985018,9.799994946,10.54439974,9.307730198,10.81255007
9.839694977,8.413370132,7.208304882,7.050740004,10.56955004,9.2520504,11.13864994,9.796420097,10.46515036
9.135950089,8.396965027,7.090295076,7.698329926,10.57425022,9.624975204,10.89125013,10.19035006,11.14014959
9.217309952,8.525664806,6.958350182,7.539094925,10.73969984,9.377084732,11.01705027,10.30394983,11.06110001
11.17735004,12.14734983,9.07041502,13.05649996,10.67159986,9.029009819,10.89260006,9.765690327,9.953690052
10.91750002,9.807439804,7.817004919,11.34840012,10.45039988,9.454545021,10.48355007,9.07965517,10.37074995
9.933720112,8.655785084,7.305284977,10.28189993,10.24309969,9.297595024,10.61374998,8.924564838,10.30665016
9.390370369,8.514240265,6.841450214,10.16749954,10.23900032,9.768899918,10.39570045,9.549759865,10.8132
9.135439873,8.362970352,6.928390026,10.53390026,10.3888998,9.493220329,10.78100014,10.15929985,11.42020035
8.58137989,8.254570007,7.096960068,10.33290005,10.18029976,9.608059883,10.59539986,10.37520027,11.34799957
8.788780212,8.383740425,7.199920177,10.37370014,9.840550423,9.785140038,10.95600033,10.29069996,11.40579987
9.137140274,8.249890327,6.808139801,10.07240009,10.13129997,9.825690269,10.52630043,10.00440025,11.11839962
8.964960098,8.031279564,6.772799969,9.861430168,10.23270035,9.682720184,10.62380028,10.2421999,10.93729973
9.216500282,8.102910042,6.822609901,10.03409958,10.24199963,9.782279968,10.33510017,10.12510014,10.8526001
8.933899879,7.944019794,6.982029915,9.743390083,10.18249989,9.955010414,10.70429993,10.15699959,11.07929993
9.079030037,8.257840157,6.700369835,9.988089561,10.16419983,9.67661953,10.56579971,9.963120461,10.83090019
9.222740173,8.247480392,6.919169903,10.26229954,10.30580044,9.655139923,10.96080017,10.06130028,10.74720001
9.048319817,8.239890099,6.904119968,10.23250008,10.00230026,9.382019997,10.90799999,10.37989998,10.70499992
8.839570045,8.181240082,7.050270081,10.15100002,9.939579964,9.14136982,11.00109959,10.43939972,10.44489956
9.068670273,8.374300003,6.851650238,10.05850029,10.08810043,9.885640144,10.52970028,9.828289986,10.95680046
9.12071991,8.093379974,6.772830009,9.970760345,10.28250027,9.867440224,10.27649975,9.966159821,10.89900017
8.913060188,8.1457901,6.898499966,10.31820011,10.29030037,10.0685997,10.11789989,10.34850025,11.07859993
8.494839668,8.120969772,6.833459854,10.17650032,10.20489979,10.06169987,10.38599968,10.86620045,11.26350021
9.172400475,8.514200211,6.752089977,10.14900017,10.08720016,9.597060204,10.51369953,9.565830231,10.7329998
9.114560127,8.239299774,6.735650063,10.24750042,10.43120003,9.819660187,10.60529995,10.07740021,10.48929977
8.839260101,8.129899979,6.980130196,10.1864996,9.968000412,9.689100266,10.76819992,10.34589958,10.81459999
8.847370148,8.208089828,7.053750038,10.18889999,9.923359871,9.583640099,10.86940002,10.44279957,10.72480011
10.07289982,8.669360161,7.371490002,10.24129963,10.11919975,9.145150185,10.88659954,9.322469711,10.43449974
9.99213028,9.118920326,7.324339867,10.69419956,10.28149986,9.036089897,11.06579971,9.021869659,9.594280243
9.848469734,9.005160332,7.531610012,10.22399998,10.23359966,8.571410179,10.75990009,9.003879547,9.249329567
9.599010468,8.126310349,7.408629894,9.604169846,10.17230034,8.317709923,12.45079994,9.045639992,9.691249847
9.066940308,8.141860008,7.502490044,10.08590031,9.836480141,8.228569984,12.57400036,9.06482029,9.74353981
9.606610298,8.536640167,7.212930202,10.16390038,10.12069988,9.635140419,10.44859982,9.153820038,10.1843996
11.54819965,12.14589977,10.07079983,12.65069962,10.51319981,8.887649536,10.85289955,9.165740013,9.9480896
11.62759972,12.66160011,10.78499985,12.95670033,10.30850029,9.21269989,10.31849957,9.027759552,9.742650032
10.91429996,12.09010029,10.42959976,12.93630028,10.53009987,8.838089943,11.11680031,9.435239792,10.09790039
10.73579979,11.21430016,10.25949955,12.88700008,10.57359982,8.896409988,11.05360031,9.573109627,10.38570023
11.28979969,11.37160015,8.949339867,12.08950043,10.3125,9.848460197,10.63319969,9.02118969,10.35319996
11.27630043,11.39659977,8.552000046,12.2208004,10.40209961,9.442110062,11.02169991,9.001070023,9.707679749
11.44169998,12.23550034,10.06449986,12.56000042,10.42660046,9.48830986,10.74349976,9.179659843,10.26589966
11.52429962,11.91460037,10.07149982,12.78639984,10.8057003,9.416259766,11.03829956,9.411829948,10.25520039
11.40869999,11.53569984,9.976149559,12.6796999,10.79740047,9.439330101,11.1239996,9.389360428,10.15970039
9.337619781,8.11975956,6.927899837,7.097970009,10.10879993,9.322850227,9.739089966,9.484740257,9.864649773
9.053919792,8.223649979,7.135409832,7.313710213,10.08339977,9.00883007,10.42809963,9.349129677,9.909640312
9.113889694,7.784840107,7.129980087,7.099080086,10.19279957,8.801179886,10.8579998,9.396389961,9.873279572
9.508379936,8.3917799,7.071609974,7.377170086,10.26980019,8.583769798,11.08530045,9.363969803,9.94892025
8.369400024,7.700449944,7.421010017,7.209149837,10.32699966,8.70637989,12.05910015,9.678999901,10.1541996
9.09125042,8.352009773,7.014450073,7.358819962,10.26570034,9.641730309,10.36159992,9.900139809,10.35239983
9.091270447,8.58450985,7.010270119,7.285860062,10.16279984,9.61262989,10.29020023,9.735899925,10.5770998
8.704500198,7.919700146,7.138060093,7.321239948,10.03800011,9.398480415,10.85789967,9.629920006,10.49750042
8.860269547,8.273750305,7.047009945,7.334859848,10.16590023,9.468790054,10.56900024,9.537210464,10.57520008
8.950969696,8.185090065,6.956240177,7.508709908,10.12720013,9.297650337,10.68809986,9.381710052,10.34609985
8.984970093,8.221830368,6.87612009,7.346020222,10.0323,9.41699028,10.63930035,9.502679825,10.14379978
8.534460068,8.333399773,6.987790108,7.561100006,10.08279991,9.290060043,10.45390034,9.415340424,10.08139992
8.449390411,8.040499687,6.988500118,7.289090157,10.23270035,9.278639793,10.6583004,9.655489922,10.54950047
7.882549763,7.872419834,7.318920135,7.94178009,10.17109966,9.535380363,10.68900013,10.07149982,11.1274004
7.651360035,8.046609879,7.663129807,7.879389763,9.791419983,9.630029678,10.21210003,9.767069817,10.23159981
10.26539993,10.28835011,8.155025005,11.1637001,10.58039999,9.906569958,10.11989975,9.232570171,10.53669977
11.31050014,12.0300498,9.784379959,12.52429962,10.52104998,9.073344707,10.63910007,9.337929726,10.27714968
11.31585026,12.65714979,10.49140024,13.04710007,10.73934984,9.871069908,10.80405045,9.293600082,10.60480022
11.50369978,12.5935998,10.87055016,13.35360003,10.79135036,10.17960024,10.8043499,9.741809845,9.959320068
9.979189873,9.58065033,7.327209949,10.49180031,10.51840019,9.878410339,10.01620007,9.2000103,10.45779991
9.801139832,9.235320091,6.811649799,10.1281004,10.10309982,9.534469604,10.5539999,8.874970436,10.04240036
9.85739994,9.43266964,7.086540222,10.11130047,9.911279678,9.792360306,10.60340023,9.156220436,10.2876997
9.482089996,9.232310295,7.340640068,10.15009975,9.876219749,9.359350204,11.31919956,9.126569748,10.13640022
